id,currency,impact,title,previous,forcast,actual,timeofevent,positive
304,USD,1,Final Wholesale Inventories m/m,-0.50,0.00,0.70,2007-03-09 06:30:00,1
305,USD,2,FOMC Member Kohn Speaks,NULL,NULL,NULL,2007-03-08 22:00:00,1
306,USD,2,FOMC Member Kroszner Speaks,NULL,NULL,NULL,2007-03-09 00:00:00,1
307,GBP,1,NIESR GDP Estimate,0.70,NULL,0.50,2007-03-09 02:31:00,1
308,CAD,0,Daylight Saving Time Shift,NULL,NULL,NULL,2007-03-10 23:30:00,1
309,NZD,1,FPI m/m,1.40,NULL,0.10,2007-03-11 02:15:00,1
310,JPY,2,Final GDP q/q,1.20,1.30,1.30,2007-03-11 04:20:00,1
311,AUD,2,Home Loans m/m,0.30,0.90,0.30,2007-03-11 05:00:00,1
312,CNY,2,New Loans,568,NULL,414,2007-03-11 06:30:00,1
313,JPY,1,Consumer Confidence,48.1,48.2,48.4,2007-03-11 21:30:00,1
314,CNY,3,USD-Denominated Trade Balance,15.9,7.3,23.8,2007-03-11 23:20:00,1
315,EUR,1,Italian Industrial Production m/m,1.40,-0.50,-1.40,2007-03-12 01:30:00,1
316,GBP,3,PPI Input m/m,-2.50,0.80,1.30,2007-03-12 02:00:00,1
317,CAD,2,Labor Productivity q/q,0.00,-0.40,0.30,2007-03-12 05:00:00,1
318,USD,2,FOMC Member Kroszner Speaks,NULL,NULL,NULL,2007-03-12 09:15:00,1
319,USD,2,Federal Budget Balance,38.2,-123.0,-120.0,2007-03-11 23:30:00,1
320,NZD,3,Core Retail Sales m/m,0.00,0.60,1.00,2007-03-12 02:15:00,1
321,GBP,2,RICS House Price Balance,28,24,24,2007-03-12 04:31:00,1
322,AUD,2,ANZ Job Advertisements m/m,-0.10,NULL,3.40,2007-03-12 05:00:00,1
323,CNY,2,CPI y/y,2.20,2.90,2.70,2007-03-12 06:30:00,1
324,CNY,1,Foreign Direct Investment ytd/y,13.80,NULL,13.00,2007-03-12 07:00:00,1
325,GBP,3,Goods Trade Balance,-7.0,-7.0,-6.2,2007-03-13 02:00:00,1
326,EUR,2,German ZEW Economic Sentiment,2.9,3.1,5.8,2007-03-13 02:30:00,1
327,USD,3,Core Retail Sales m/m,0.20,0.30,-0.10,2007-03-13 05:00:00,1
328,USD,2,Business Inventories m/m,0.00,0.10,0.20,2007-03-13 06:30:00,1
329,USD,2,Mortgage Delinquencies,4.67,NULL,4.95,2007-03-13 07:30:00,1
330,GBP,1,CB Leading Index m/m,0.10,NULL,0.30,2007-03-13 08:00:00,1
331,USD,2,10-y Bond Auction,4.742,NULL,4.522,2007-03-12 22:30:00,0
332,NZD,1,Manufacturing Sales q/q,2.70,NULL,-2.20,2007-03-13 02:15:00,1
333,AUD,1,Westpac Consumer Sentiment,1.70,NULL,3.70,2007-03-13 04:00:00,1
334,CNY,1,Retail Sales y/y,14.60,14.90,14.70,2007-03-13 06:30:00,1
335,JPY,1,Revised Industrial Production m/m,-1.50,-1.50,-1.70,2007-03-14 09:00:00,1
336,EUR,1,French Final CPI m/m,-0.40,0.40,0.20,2007-03-14 00:15:00,1
337,GBP,3,Claimant Count Change,-13.3,-8.0,-3.8,2007-03-14 02:00:00,-1
338,CHF,2,Credit Suisse Economic Expectations,-17.3,NULL,-28,2007-03-14 02:30:00,1
339,CAD,1,Capacity Utilization Rate,83.40,83.70,82.50,2007-03-14 05:00:00,1
340,USD,1,Crude Oil Inventories,-4.8,2.0,1.1,2007-03-14 07:00:00,-1
341,EUR,2,ECB President Trichet Speaks,NULL,NULL,NULL,2007-03-13 22:30:00,1
342,NZD,2,RBNZ Gov Bollard Speaks,NULL,NULL,NULL,2007-03-13 23:00:00,1
343,AUD,1,MI Inflation Expectations,3.20,NULL,3.20,2007-03-14 04:00:00,1
344,AUD,3,Employment Change,-4.8,14.5,22.0,2007-03-14 05:00:00,1
345,EUR,2,German Buba President Weber Speaks,NULL,NULL,NULL,2007-03-14 22:30:00,1
346,EUR,1,French Final Private Payrolls q/q,0.20,0.20,0.20,2007-03-15 00:15:00,1
347,All,2,OPEC Meetings,NULL,NULL,NULL,2007-03-15 08:30:00,1
348,GBP,2,Consumer Inflation Expectations,2.70,NULL,2.70,2007-03-15 02:00:00,1
349,EUR,2,ECB Monthly Bulletin,NULL,NULL,NULL,2007-03-15 02:30:00,1
350,EUR,1,Spanish 10-y Bond Auction,4.102,NULL,3.962,2007-03-15 03:12:00,0
351,GBP,2,MPC Member Sentance Speaks,NULL,NULL,NULL,2007-03-15 04:30:00,1
352,CAD,2,Manufacturing Sales m/m,2.10,-0.70,-2.10,2007-03-15 05:00:00,1
353,CHF,3,Libor Rate,2.00,2.25,2.25,2007-03-15 05:30:00,1
354,USD,1,Natural Gas Storage,-102,-118,-115,2007-03-15 07:00:00,-1
355,USD,2,Philly Fed Manufacturing Index,0.6,4,0.2,2007-03-14 22:30:00,1
356,NZD,1,BusinessNZ Manufacturing Index,55.8,NULL,53.9,2007-03-15 03:30:00,1
357,JPY,2,Tertiary Industry Activity m/m,-0.40,1.00,1.60,2007-03-15 04:20:00,1
358,AUD,2,RBA Assist Gov Edey Speaks,NULL,NULL,NULL,2007-03-15 04:55:00,1
359,CNY,2,Fixed Asset Investment ytd/y,24.50,24.00,23.40,2007-03-15 06:30:00,1
360,EUR,1,Italian Trade Balance,-0.83,-2.50,-3.68,2007-03-16 01:30:00,1
361,CHF,2,Retail Sales y/y,0.80,2.30,5.10,2007-03-16 01:45:00,1
362,USD,3,CPI y/y,2.10,2.30,2.40,2007-03-16 05:00:00,1
363,USD,2,Capacity Utilization Rate,81.40,81.30,82.00,2007-03-16 05:45:00,1
364,USD,3,Prelim UoM Consumer Sentiment,91.3,90,88.8,2007-03-16 06:30:00,1
365,NZD,0,Daylight Saving Time Shift,NULL,NULL,NULL,2007-03-17 06:30:00,1
366,GBP,1,BOE Quarterly Bulletin,NULL,NULL,NULL,2007-03-18 04:31:00,1
367,CHF,2,Industrial Production q/q,-0.50,3.50,7.80,2007-03-19 00:45:00,1
368,CAD,2,Foreign Securities Purchases,-3.05,1.34,-3.76,2007-03-19 05:00:00,1
369,USD,1,NAHB Housing Market Index,39,38,36,2007-03-18 21:30:00,1
370,CAD,2,Annual Budget Release,NULL,NULL,NULL,2007-03-19 01:30:00,1
371,NZD,1,Visitor Arrivals m/m,-3.00,NULL,6.50,2007-03-19 03:15:00,1
372,AUD,1,Housing Starts q/q,0.10,-0.60,-0.80,2007-03-19 05:00:00,1
373,JPY,2,Overnight Call Rate,0.50,0.50,0.50,2007-03-18 21:30:00,1
374,JPY,1,BOJ Monthly Report,NULL,NULL,NULL,2007-03-19 22:30:00,1
375,JPY,3,BOJ Press Conference,NULL,NULL,NULL,2007-03-19 22:57:00,1
376,EUR,1,German PPI m/m,0.00,0.30,0.30,2007-03-19 23:30:00,1
377,CHF,2,PPI m/m,-0.20,0.10,0.30,2007-03-20 00:45:00,1
378,GBP,3,CPI y/y,2.70,2.70,2.80,2007-03-20 02:00:00,1
379,CAD,3,Core CPI m/m,0.10,0.20,0.50,2007-03-20 03:30:00,1
380,USD,2,Building Permits,1.57,1.55,1.53,2007-03-20 05:00:00,1
381,GBP,2,MPC Member Barker Speaks,NULL,NULL,NULL,2007-03-19 23:55:00,1
382,AUD,1,MI Leading Index m/m,0.50,NULL,0.10,2007-03-20 04:00:00,1
383,JPY,0,Bank Holiday,NULL,NULL,NULL,2007-03-20 08:30:00,0
384,AUD,1,New Motor Vehicle Sales m/m,5.20,NULL,0.00,2007-03-20 05:00:00,1
385,NZD,1,Credit Card Spending y/y,6.70,NULL,8.20,2007-03-19 21:30:00,1
386,CHF,2,Trade Balance,1.29,1.01,1.38,2007-03-20 23:45:00,1
387,EUR,3,ECB President Trichet Speaks,NULL,NULL,NULL,2007-03-21 00:30:00,1
388,EUR,1,Italian Quarterly Unemployment Rate,6.90,6.70,6.50,2007-03-21 01:30:00,-1
389,GBP,3,MPC Official Bank Rate Votes,2-0-7,2-0-7,00/1/8,2007-03-21 02:00:00,1
390,CAD,3,Core Retail Sales m/m,1.90,0.40,0.30,2007-03-21 05:00:00,1
391,USD,1,Crude Oil Inventories,1.1,1.0,3.9,2007-03-21 07:00:00,-1
392,USD,3,FOMC Statement,NULL,NULL,NULL,2007-03-20 22:45:00,1
393,JPY,2,BSI Manufacturing Index,7.1,6,0.1,2007-03-21 04:20:00,1
394,GBP,3,Retail Sales m/m,-1.50,0.60,1.40,2007-03-22 02:00:00,1
395,EUR,2,Industrial New Orders m/m,1.80,-1.00,-0.20,2007-03-22 02:30:00,1
396,GBP,2,CBI Industrial Order Expectations,4,6,8,2007-03-22 03:30:00,1
397,CAD,1,Gov Council Member Jenkins Speaks,NULL,NULL,NULL,2007-03-22 05:00:00,1
398,EUR,2,Belgian NBB Business Climate,3.5,2.9,1.4,2007-03-22 06:30:00,1
399,USD,1,Natural Gas Storage,-115,-1,17,2007-03-22 07:00:00,-1
400,USD,2,FOMC Member Kroszner Speaks,NULL,NULL,NULL,2007-03-21 22:30:00,1
401,USD,2,FOMC Member Kohn Speaks,NULL,NULL,NULL,2007-03-21 22:00:00,1
402,AUD,1,CB Leading Index m/m,0.20,NULL,-0.20,2007-03-22 03:30:00,1
403,JPY,1,All Industries Activity m/m,0.00,0.70,0.70,2007-03-22 04:20:00,1
404,AUD,2,RBA Financial Stability Review,NULL,NULL,NULL,2007-03-22 05:00:00,1
405,EUR,1,German Import Prices m/m,-0.70,0.40,0.50,2007-03-22 23:30:00,1
406,EUR,1,French Consumer Spending m/m,1.00,-0.60,-0.40,2007-03-23 00:15:00,1
407,EUR,1,Current Account,2.0,2.5,2.7,2007-03-23 01:30:00,1
408,USD,3,Existing Home Sales,6.44,6.34,6.69,2007-03-23 06:30:00,1
409,USD,2,FOMC Member Geithner Speaks,NULL,NULL,NULL,2007-03-23 08:00:00,1
410,USD,2,FOMC Member Mishkin Speaks,NULL,NULL,NULL,2007-03-23 06:45:00,1
411,AUD,0,Daylight Saving Time Shift,NULL,NULL,NULL,2007-03-23 22:30:00,1
412,CHF,0,Daylight Saving Time Shift,NULL,NULL,NULL,2007-03-24 06:30:00,1
413,NZD,3,Trade Balance,-831,-252,-127,2007-03-25 03:15:00,1
414,JPY,2,Monetary Policy Meeting Minutes,NULL,NULL,NULL,2007-03-25 04:20:00,1
415,CNY,3,Industrial Production y/y,14.70,15.00,18.50,2007-03-25 06:30:00,1
416,EUR,1,Eurogroup Meetings,NULL,NULL,NULL,2007-03-26 08:30:00,1
417,EUR,2,German Buba Monthly Report,NULL,NULL,NULL,2007-03-26 02:30:00,1
418,GBP,2,MPC Member Gieve Speaks,NULL,NULL,NULL,2007-03-26 03:00:00,1
419,USD,3,New Home Sales,882,985,848,2007-03-26 06:30:00,1
420,JPY,1,SPPI y/y,0.60,0.60,0.40,2007-03-26 04:20:00,1
421,AUD,2,HIA New Home Sales m/m,5.80,NULL,2.90,2007-03-26 06:30:00,1
422,CHF,2,UBS Consumption Indicator,1.95,NULL,2.03,2007-03-27 00:30:00,1
423,EUR,1,ECOFIN Meetings,NULL,NULL,NULL,2007-03-27 08:30:00,1
424,GBP,2,High Street Lending,42.8,NULL,54.7,2007-03-27 01:00:00,1
425,GBP,3,BOE Gov King Speaks,NULL,NULL,NULL,2007-03-27 01:15:00,1
426,CHF,1,SNB Quarterly Bulletin,NULL,NULL,NULL,2007-03-27 02:30:00,1
427,NZD,1,Westpac Consumer Sentiment,119.7,NULL,117.7,2007-03-27 05:30:00,1
428,USD,3,CB Consumer Confidence,111.2,109,107.2,2007-03-27 06:30:00,1
429,NZD,2,Building Consents m/m,3.70,NULL,5.80,2007-03-27 03:15:00,1
430,EUR,1,German GfK Consumer Climate,4.3,4.5,4.4,2007-03-27 21:30:00,1
431,EUR,2,German Prelim CPI m/m,0.40,0.20,0.30,2007-03-28 07:30:00,1
432,EUR,1,M3 Money Supply y/y,9.90,9.80,10.00,2007-03-27 23:30:00,1
433,GBP,3,Current Account,-10.5,-8.9,-12.7,2007-03-28 00:00:00,1
434,CHF,2,KOF Economic Barometer,1.81,1.83,1.9,2007-03-28 01:00:00,1
435,USD,3,Core Durable Goods Orders m/m,-4.00,1.80,-0.10,2007-03-28 04:00:00,1
436,USD,3,Fed Chairman Bernanke Testifies,NULL,NULL,NULL,2007-03-28 06:00:00,1
437,EUR,2,ECB President Trichet Speaks,NULL,NULL,NULL,2007-03-28 07:00:00,1
438,NZD,3,Current Account,-4.67,-4.13,-3.93,2007-03-28 02:15:00,1
439,JPY,2,Retail Sales y/y,-0.90,0.10,-0.20,2007-03-28 03:20:00,1
440,CHF,2,SECO Economic Forecasts,NULL,NULL,NULL,2007-03-28 21:15:00,1
441,EUR,2,German Unemployment Change,-69,-60,-58,2007-03-28 23:25:00,-1
442,GBP,1,Mortgage Approvals,119,117,119,2007-03-29 00:00:00,1
443,EUR,1,Retail PMI,49.8,NULL,53.4,2007-03-29 00:30:00,1
444,GBP,1,Index of Services 3m/3m,0.90,0.90,0.80,2007-03-29 01:00:00,1
445,GBP,2,CBI Realized Sales,19,20,32,2007-03-29 01:30:00,1
446,USD,2,Final GDP q/q,2.20,2.20,2.50,2007-03-29 04:00:00,1
447,USD,2,FOMC Member Kohn Speaks,NULL,NULL,NULL,2007-03-29 05:30:00,1
448,USD,1,Natural Gas Storage,17,-18,-22,2007-03-29 06:00:00,-1
449,NZD,3,GDP q/q,0.30,0.90,0.80,2007-03-29 02:15:00,1
450,JPY,2,Tokyo Core CPI y/y,0.00,0.00,-0.10,2007-03-29 03:00:00,1
451,JPY,2,Prelim Industrial Production m/m,-1.70,-1.00,-0.20,2007-03-29 03:20:00,1
452,AUD,1,MI Inflation Gauge m/m,0.20,NULL,0.50,2007-03-29 04:00:00,1
453,JPY,1,Average Cash Earnings y/y,-1.20,-0.40,-0.70,2007-03-29 05:00:00,1
454,NZD,2,ANZ Business Confidence,-5.9,NULL,-12.5,2007-03-29 05:30:00,1
455,JPY,1,Housing Starts y/y,-0.70,-2.00,-9.90,2007-03-29 20:30:00,1
456,EUR,2,German Retail Sales m/m,-4.30,0.50,0.90,2007-03-29 21:30:00,1
457,EUR,1,CPI Flash Estimate y/y,1.80,1.90,1.90,2007-03-30 00:30:00,1
458,GBP,1,GfK Consumer Confidence,-8,-8,-8,2007-03-30 01:00:00,1
459,CAD,3,GDP m/m,0.40,0.20,0.10,2007-03-30 04:00:00,1
460,USD,2,Chicago PMI,47.9,49.5,61.7,2007-03-30 05:15:00,1
461,USD,2,Revised UoM Consumer Sentiment,88.8,88.8,88.4,2007-03-30 05:30:00,1
462,USD,3,Fed Chairman Bernanke Speaks,NULL,NULL,NULL,2007-03-29 21:30:00,1
463,AUD,1,AIG Manufacturing Index,57.7,NULL,56,2007-04-01 03:00:00,1
464,JPY,3,Tankan Manufacturing Index,25,24,23,2007-04-01 03:20:00,1
465,AUD,2,Private Sector Credit m/m,1.20,1.30,1.40,2007-04-01 04:00:00,1
466,CNY,3,Manufacturing PMI,53.1,NULL,56.1,2007-04-01 04:30:00,1
467,AUD,3,Building Approvals m/m,-2.40,0.50,10.60,2007-04-01 05:00:00,1
468,CNY,2,Caixin Manufacturing PMI,53,NULL,52.3,2007-04-01 06:00:00,1
469,AUD,2,Commodity Prices y/y,8.10,NULL,9.00,2007-04-01 22:00:00,1
470,EUR,1,Spanish Manufacturing PMI,56.2,NULL,55.4,2007-04-01 22:45:00,1
471,CHF,2,Manufacturing PMI,63.5,63.1,62,2007-04-01 23:00:00,1
472,EUR,1,Italian Manufacturing PMI,54.2,54.5,53.8,2007-04-01 23:15:00,1
473,EUR,2,Final Manufacturing PMI,55.6,55.6,55.4,2007-04-01 23:30:00,1
474,GBP,2,Final Manufacturing PMI,55.4,55,54.4,2007-04-02 00:00:00,1
475,USD,3,ISM Manufacturing PMI,52.3,51.3,50.9,2007-04-02 05:30:00,1
476,JPY,1,Monetary Base y/y,-21.10,-22.00,-19.10,2007-04-02 03:20:00,1
477,CNY,1,Non-Manufacturing PMI,49.7,NULL,59.6,2007-04-02 04:30:00,1
478,AUD,2,Trade Balance,-0.82,-1.30,-0.84,2007-04-02 05:00:00,1
479,JPY,1,10-y Bond Auction,1.673,NULL,1.663,2007-04-02 07:15:00,0
480,CHF,3,CPI m/m,0.20,0.20,0.10,2007-04-02 21:15:00,1
481,EUR,1,Spanish Unemployment Change,-7.2,NULL,-15.8,2007-04-02 22:30:00,-1
482,GBP,1,Construction PMI,57.3,57.5,58.9,2007-04-03 00:00:00,1
483,EUR,1,PPI m/m,0.20,0.30,0.30,2007-04-03 00:30:00,1
484,USD,3,Pending Home Sales m/m,-4.20,-0.50,0.70,2007-04-03 05:30:00,1
485,USD,1,Total Vehicle Sales,16.6,16.4,16.3,2007-04-03 07:30:00,1
486,GBP,1,Nationwide Consumer Confidence,85,86,88,2007-04-03 02:31:00,1
487,AUD,3,Cash Rate,6.25,6.25,6.25,2007-04-03 03:00:00,1
488,NZD,1,ANZ Commodity Prices m/m,1.60,NULL,2.00,2007-04-02 20:30:00,1
489,EUR,1,Spanish Services PMI,56.7,NULL,56.7,2007-04-03 22:45:00,1
490,EUR,1,Italian Services PMI,56.2,56.4,54.1,2007-04-03 23:15:00,1
491,EUR,1,Final Services PMI,57.5,57.6,57.4,2007-04-03 23:30:00,1
492,GBP,2,Final Services PMI,57.4,57.5,57.6,2007-04-04 00:00:00,1
493,EUR,1,Retail Sales m/m,-0.80,1.00,0.30,2007-04-04 00:30:00,1
494,GBP,1,BRC Shop Price Index y/y,1.80,NULL,0.70,2007-04-04 01:00:00,1
495,EUR,2,German Factory Orders m/m,-0.30,0.60,3.90,2007-04-04 01:30:00,1
496,USD,3,ADP Non-Farm Employment Change,65,125,106,2007-04-04 03:45:00,1
497,CAD,2,Building Permits m/m,10.40,-8.50,-22.40,2007-04-04 04:00:00,1
498,USD,3,ISM Services PMI,54.3,54.8,52.4,2007-04-04 05:30:00,1
499,USD,1,Crude Oil Inventories,-0.8,0.5,4.3,2007-04-04 06:00:00,-1
500,GBP,3,Halifax HPI m/m,1.90,0.50,1.00,2007-04-04 23:30:00,1
501,GBP,3,Manufacturing Production m/m,-0.20,0.30,-0.60,2007-04-05 00:00:00,1
502,EUR,1,French 10-y Bond Auction,4.012,NULL,4.133,2007-04-05 00:26:00,0
503,CHF,1,Foreign Currency Reserves,45,NULL,45,2007-04-05 00:30:00,-1
504,EUR,2,German Industrial Production m/m,0.90,-0.40,0.90,2007-04-05 01:30:00,1
505,CAD,3,Employment Change,14.2,12.0,54.9,2007-04-05 02:30:00,1
506,USD,1,Unemployment Claims,310,314,321,2007-04-05 04:00:00,-1
507,CAD,3,Ivey PMI,60.5,61,67.3,2007-04-05 05:30:00,1
508,USD,1,Natural Gas Storage,-22,54,58,2007-04-05 06:00:00,-1
509,NZD,0,Bank Holiday,NULL,NULL,NULL,2007-04-05 07:30:00,0
510,AUD,0,Bank Holiday,NULL,NULL,NULL,2007-04-05 07:30:00,0
511,GBP,1,NIESR GDP Estimate,0.50,NULL,0.50,2007-04-05 02:31:00,1
512,JPY,1,Leading Indicators,40.90,30.00,30.00,2007-04-05 20:30:00,1
513,CHF,0,Bank Holiday,NULL,NULL,NULL,2007-04-06 07:30:00,0
514,EUR,0,German Bank Holiday,NULL,NULL,NULL,2007-04-06 07:30:00,0
515,EUR,1,French Gov Budget Balance,-5.5,NULL,-20.0,2007-04-05 22:15:00,1
516,GBP,0,Bank Holiday,NULL,NULL,NULL,2007-04-06 07:30:00,0
517,CAD,0,Bank Holiday,NULL,NULL,NULL,2007-04-06 07:30:00,0
518,USD,3,Non-Farm Employment Change,113,135,180,2007-04-06 04:00:00,1
519,USD,1,Final Wholesale Inventories m/m,0.60,0.40,0.50,2007-04-06 05:30:00,1
520,USD,1,Consumer Credit m/m,6.6,5.5,3.0,2007-04-05 22:30:00,1
521,NZD,0,Bank Holiday,NULL,NULL,NULL,2007-04-08 07:30:00,0
522,AUD,0,Bank Holiday,NULL,NULL,NULL,2007-04-08 07:30:00,0
523,JPY,1,Economy Watchers Sentiment,49.2,52,50.8,2007-04-08 20:30:00,1
524,CHF,0,Bank Holiday,NULL,NULL,NULL,2007-04-09 07:30:00,0
525,EUR,0,German Bank Holiday,NULL,NULL,NULL,2007-04-09 07:30:00,0
526,EUR,0,French Bank Holiday,NULL,NULL,NULL,2007-04-09 07:30:00,0
527,EUR,0,Italian Bank Holiday,NULL,NULL,NULL,2007-04-09 07:30:00,0
528,GBP,0,Bank Holiday,NULL,NULL,NULL,2007-04-09 07:30:00,0
529,USD,2,FOMC Member Kroszner Speaks,NULL,NULL,NULL,2007-04-09 04:00:00,1
530,NZD,3,NZIER Business Confidence,3,NULL,-15,2007-04-09 01:30:00,1
531,AUD,1,AIG Construction Index,51.7,NULL,51.1,2007-04-09 03:00:00,1
532,AUD,2,ANZ Job Advertisements m/m,3.40,NULL,1.90,2007-04-09 05:00:00,1
533,JPY,2,Overnight Call Rate,0.50,0.50,0.50,2007-04-09 06:53:00,1
534,CNY,3,USD-Denominated Trade Balance,23.8,20.0,6.9,2007-04-09 20:30:00,1
535,CHF,1,Unemployment Rate,3.00,2.90,2.90,2007-04-09 21:15:00,-1
536,EUR,1,German Trade Balance,15.8,15.4,13.8,2007-04-09 21:30:00,1
537,EUR,2,French Industrial Production m/m,-0.20,0.50,1.10,2007-04-09 22:15:00,1
538,JPY,3,BOJ Press Conference,NULL,NULL,NULL,2007-04-09 22:27:00,1
539,EUR,1,Sentix Investor Confidence,27.5,31.6,34.7,2007-04-10 00:00:00,1
540,USD,2,FOMC Member Mishkin Speaks,NULL,NULL,NULL,2007-04-10 05:00:00,1
541,USD,1,IBD/TIPP Economic Optimism,50.8,50,45.5,2007-04-10 05:30:00,1
542,GBP,2,BRC Retail Sales Monitor y/y,3.30,NULL,3.90,2007-04-10 02:31:00,1
543,JPY,2,Core Machinery Orders m/m,3.90,-0.40,-5.20,2007-04-10 03:20:00,1
544,AUD,2,Home Loans m/m,0.50,0.30,0.30,2007-04-10 05:00:00,1
545,EUR,1,German WPI m/m,0.40,0.50,0.50,2007-04-10 21:30:00,1
546,EUR,1,French Trade Balance,-2.6,-2.8,-2.7,2007-04-10 22:15:00,1
547,CAD,3,Housing Starts,196,214,211,2007-04-11 03:45:00,1
548,GBP,1,CB Leading Index m/m,0.30,NULL,0.80,2007-04-11 06:00:00,1
549,USD,3,Fed Chairman Bernanke Speaks,NULL,NULL,NULL,2007-04-10 20:30:00,1
550,USD,3,FOMC Meeting Minutes,NULL,NULL,NULL,2007-04-10 21:30:00,1
551,GBP,2,RICS House Price Balance,25,22,26,2007-04-11 02:31:00,1
552,JPY,1,PPI y/y,1.70,1.90,2.00,2007-04-11 03:20:00,1
553,NZD,1,BusinessNZ Manufacturing Index,54,NULL,57.1,2007-04-11 03:30:00,1
554,AUD,3,Employment Change,23.2,15.5,10.5,2007-04-11 05:00:00,1
555,CNY,2,New Loans,414,NULL,442,2007-04-11 05:30:00,1
556,CNY,1,Foreign Direct Investment ytd/y,13.00,NULL,11.60,2007-04-11 06:15:00,1
557,EUR,1,Italian Industrial Production m/m,-1.70,0.50,-0.50,2007-04-11 23:30:00,1
558,GBP,3,Goods Trade Balance,-6.4,-6.4,-6.8,2007-04-12 00:00:00,1
559,EUR,1,Final GDP q/q,0.90,0.90,0.90,2007-04-12 00:30:00,1
560,USD,1,NFIB Small Business Index,98.2,NULL,97.3,2007-04-12 03:00:00,1
561,EUR,2,Main Refinancing Rate,3.75,3.75,3.75,2007-04-12 03:15:00,1
562,CAD,1,Gov Council Member Kennedy Speaks,NULL,NULL,NULL,2007-04-12 04:00:00,1
563,USD,1,Natural Gas Storage,58,18,23,2007-04-12 06:00:00,-1
564,NZD,3,Core Retail Sales m/m,1.00,1.00,2.30,2007-04-12 02:15:00,1
565,EUR,1,French Final CPI m/m,0.20,0.50,0.40,2007-04-12 22:15:00,1
566,EUR,2,Industrial Production m/m,-0.50,0.40,0.60,2007-04-13 00:30:00,1
567,CAD,3,Trade Balance,5.8,6.1,4.8,2007-04-13 04:00:00,1
568,USD,3,Prelim UoM Consumer Sentiment,88.4,87.5,85.3,2007-04-13 05:30:00,1
569,All,3,G7 Meetings,NULL,NULL,NULL,2007-04-13 07:30:00,1
570,All,1,IMF Meetings,NULL,NULL,NULL,2007-04-14 07:30:00,1
571,All,2,IMF Meetings,NULL,NULL,NULL,2007-04-15 07:30:00,1
572,GBP,1,Rightmove HPI m/m,1.50,NULL,3.60,2007-04-15 02:31:00,1
573,JPY,1,Revised Industrial Production m/m,-0.20,-0.20,0.70,2007-04-16 08:00:00,1
574,EUR,1,German Final CPI m/m,0.30,0.30,0.30,2007-04-15 21:30:00,1
575,GBP,3,PPI Input m/m,1.50,0.90,1.20,2007-04-16 00:00:00,1
576,EUR,1,Final CPI y/y,1.90,1.90,1.90,2007-04-16 00:30:00,1
577,CAD,1,New Motor Vehicle Sales m/m,-4.00,-3.70,-3.70,2007-04-16 04:00:00,1
578,USD,3,TIC Long-Term Purchases,98.8,80.5,58.1,2007-04-16 04:30:00,1
579,USD,2,Business Inventories m/m,0.20,0.20,0.30,2007-04-16 05:30:00,1
580,CAD,3,BOC Business Outlook Survey,NULL,NULL,NULL,2007-04-16 06:00:00,1
581,EUR,1,ECB President Trichet Speaks,NULL,NULL,NULL,2007-04-15 21:30:00,1
582,USD,1,NAHB Housing Market Index,36,36,33,2007-04-15 20:30:00,1
583,AUD,2,NAB Quarterly Business Confidence,4,NULL,10,2007-04-16 05:00:00,1
584,JPY,1,30-y Bond Auction,2.383,NULL,2.354,2007-04-16 07:15:00,0
585,CHF,2,Retail Sales y/y,5.10,4.00,4.50,2007-04-16 22:45:00,1
586,EUR,1,Italian Trade Balance,-3.69,-1.98,-1.83,2007-04-16 23:30:00,1
587,GBP,3,CPI y/y,2.80,2.80,3.10,2007-04-17 00:00:00,1
588,EUR,2,German ZEW Economic Sentiment,5.8,10,16.5,2007-04-17 00:30:00,1
589,GBP,3,BOE Inflation Letter,NULL,NULL,NULL,2007-04-17 01:00:00,1
590,CAD,2,Manufacturing Sales m/m,-1.90,0.10,-0.20,2007-04-17 04:00:00,1
591,USD,2,Capacity Utilization Rate,81.60,82.00,81.40,2007-04-17 04:45:00,1
592,EUR,2,ECB President Trichet Speaks,NULL,NULL,NULL,2007-04-17 06:30:00,1
593,USD,2,FOMC Member Geithner Speaks,NULL,NULL,NULL,2007-04-17 08:00:00,1
594,NZD,3,CPI q/q,-0.20,0.50,0.50,2007-04-17 02:15:00,1
595,AUD,1,Westpac Consumer Sentiment,3.70,NULL,-0.20,2007-04-17 04:00:00,1
596,GBP,3,Average Earnings Index 3m/y,4.20,4.20,4.60,2007-04-18 00:00:00,1
597,CAD,2,Foreign Securities Purchases,-4.90,-2.03,4.84,2007-04-18 04:00:00,1
598,EUR,1,ECB President Trichet Speaks,NULL,NULL,NULL,2007-04-18 05:30:00,1
599,USD,1,Crude Oil Inventories,0.7,0.7,-1.0,2007-04-18 06:00:00,-1
600,JPY,2,Tertiary Industry Activity m/m,0.40,-0.20,1.00,2007-04-18 03:20:00,1
601,AUD,1,MI Inflation Expectations,3.20,NULL,3.80,2007-04-18 04:00:00,1
602,AUD,1,RBA Bulletin,NULL,NULL,NULL,2007-04-18 05:00:00,1
603,CNY,2,NBS Press Conference,NULL,NULL,NULL,2007-04-18 05:30:00,1
604,EUR,1,German PPI m/m,0.30,0.40,0.30,2007-04-18 21:30:00,1
605,CNY,3,GDP q/y,10.40,10.40,11.10,2007-04-18 22:30:00,1
606,CHF,2,Credit Suisse Economic Expectations,-28,NULL,-3.5,2007-04-19 00:30:00,1
607,CAD,3,Core CPI m/m,0.50,0.20,0.30,2007-04-19 02:30:00,1
